roll_id,batch,kind,gsm,width,length,diameter,bin_location,goods_receive_date,weight
73653708,OLD,W2,160,210,3449,92.24,A01,13/02/2020,1159
73674307,LOCAL,W2,160,250,3923,99.53,Z39,17/07/2019,1569
73674408,LOCAL,W2,160,250,4198,108.48,Z39,17/07/2019,1679
73674461,LOCAL,W2,160,250,4193,115.93,Z39,17/07/2019,1677
73710097,OLD,W2,160,215,2634,91.08,Z-LK1,23/08/2019,906
73710478,OLD,W2,160,230,2899,80.91,A05,21/09/2019,1067
73740710,LOCAL,W2,160,200,4969,127.66,X29SB,18/09/2019,1590
73763739,OLD,W2,160,230,2796,97.04,Z-KP,26/10/2019,1029
73764497,LOCAL,W2,160,200,6603,126.71,Z38,27/02/2024,2113
73791461,LOCAL,W2,160,220,5443,120.7,Z39,27/02/2024,1916
73817404,OLD,W2,160,230,2668,77.67,A05,23/12/2019,981.9
73891621,LOCAL,W2,160,225,4100,101.77,Z38,20/02/2020,1476
73891911,LOCAL,W2,160,210,4015,104.08,Z39,20/02/2020,1349
73895797,LOCAL,W2,160,210,3976,111.34,Z38,24/02/2020,1336
73896281,OLD,W2,160,195,4016,99.25,B02,19/01/2023,1253
73917694,LOCAL,W2,160,245,4128,106.12,Z37,18/03/2020,1618
73917906,LOCAL,W2,160,245,4082,147.68,Q13,18/03/2020,1600
73917976,LOCAL,W2,160,245,4028,104.84,Z37,18/03/2020,1579
73955184,LOCAL,W2,160,210,4060,97.88,Z38,27/04/2020,1364
73955405,LOCAL,W2,160,220,3952,100.68,Z38,24/04/2020,1391
73955418,LOCAL,W2,160,220,4000,98.66,Z38,24/04/2020,1408
73964508,LOCAL,W2,160,210,4083,98.16,Z39,06/05/2020,1372
74249573,LOCAL,W2,160,205,4183,104.96,Z39,23/12/2020,1372
74250397,LOCAL,W2,160,220,4060,100.16,Z38,28/12/2020,1429
74250655,LOCAL,W2,160,225,4125,109.15,Z39,25/12/2020,1485
74250662,LOCAL,W2,160,225,4144,109.41,Z39,25/12/2020,1492
74288097,LOCAL,W2,160,220,4188,101.71,Z39,02/02/2021,1474
74288727,LOCAL,W2,160,215,3983,104.88,Z39,21/05/2022,1370
74640752,LOCAL,W2,160,210,4179,98.93,Z37,13/11/2021,1404
74793151,LOCAL,W2,160,220,4071,102.17,Z38,18/03/2022,1433
74847551,LOCAL,W2,160,210,4235,108.56,Z37,28/04/2022,1423
74885735,LOCAL,W2,160,205,4018,90.36,Z37,02/06/2022,1318
74933053,LOCAL,W2,160,225,4181,96.48,P12,12/07/2022,1505
74933197,OLD,W2,160,225,3467,87.39,A04,04/08/2023,1248
75055285,OLD,W2,160,225,2683,77.05,A04,30/05/2023,966
75338944,LOCAL,W2,160,195,3987,100,Q13,08/07/2023,1244
75342999,OLD,W2,160,200,3628,94.85,B01,03/08/2023,1161
75424940,LOCAL,W2,160,200,3922,100,O12,25/10/2023,1255
75425339,LOCAL,W2,160,200,3947,100,O12,25/10/2023,1263
75425546,OLD,W2,160,195,2604,80,B02,27/04/2024,812.426
75457195,LOCAL,W2,160,200,4163,100,O12,23/11/2023,1332
75458658,OLD,W2,160,215,2648,80,Z40,10/12/2023,910.785
75488567,OLD,W2,160,205,2881,100.79,Z40,13/02/2024,945
75552144,LOCAL,W2,160,210,4125,100,R03,21/02/2024,1386
75553190,OLD,W2,160,220,3807,96.65,A03,25/04/2024,1340
75583972,OLD,W2,160,220,3835,97,A03,21/03/2024,1349.885
75621106,OLD,W2,160,200,1086,52,A00,25/11/2025,347.558
75621148,LOCAL,W2,160,200,4113,100,O16,25/04/2024,1316
75621152,LOCAL,W2,160,200,4100,100,O16,25/04/2024,1312
75621202,OLD,W2,160,210,2656,81,A01,14/05/2024,892.571
75645581,OLD,W2,160,215,3715,94.39,A02,20/05/2024,1278
75654544,LOCAL,W2,160,200,4128,99.11,O08,16/06/2024,1321
75654927,LOCAL,W2,160,205,4101,100,O06,26/05/2024,1345
75655387,LOCAL,W2,160,195,4179,98.47,O15,27/05/2024,1304
75655428,OLD,W2,160,195,3622,89.72,A00,04/10/2025,1130
75655497,LOCAL,W2,160,195,4112,100,X11,31/05/2024,1283
75655514,LOCAL,W2,160,195,4135,100,X11,31/05/2024,1290
75655524,LOCAL,W2,160,195,4135,100,G08,31/05/2024,1290
75655541,OLD,W2,160,195,2343,76,A00,13/06/2025,731.038
75655543,OLD,W2,160,195,3669,95,A00,09/07/2025,1144.825
75655564,LOCAL,W2,160,210,4077,100,X05,31/05/2024,1370
75656180,LOCAL,W2,160,215,4038,105.6,K21,28/05/2024,1389
75656343,OLD,W2,160,220,3091,87.12,A03,28/05/2024,1088
75656369,LOCAL,W2,160,195,4179,100,G08,31/05/2024,1304
75673354,LOCAL,W2,160,205,4104,98.55,O07,13/06/2024,1346
75674079,OLD,W2,160,200,1172,58.78,B01LK,22/07/2025,375
75674435,OLD,W2,160,210,2872,87.96,A01,18/12/2024,965
75674501,OLD,W2,160,220,2548,84.85,A02,22/11/2024,897
75699784,OLD,W2,160,215,2933,108.3,B03KP,09/09/2025,1009
75699951,LOCAL,W2,160,215,4070,104.3,L13,08/07/2024,1400
75847618,LOCAL,W2,160,205,3826,100,P02,19/11/2024,1255
75850087,OLD,W2,160,215,2397,77,A03,17/11/2025,824.452
75907515,OLD,W2,160,250,1215,54.39,A41,07/04/2025,486
75907860,OLD,W2,160,250,3205,88,A41,02/03/2025,1281.83
75908727,OLD,W2,160,220,2967,86,A02,26/01/2025,1044.464
75927592,LOCAL,W2,160,210,3997,100.71,R09,04/03/2025,1343
75927649,LOCAL,W2,160,210,4048,107.63,R09,04/03/2025,1360
75927651,LOCAL,W2,160,210,4036,101.2,R09,04/03/2025,1356
75927782,LOCAL,W2,160,205,3884,100,R12,26/01/2025,1274
75927835,LOCAL,W2,160,210,3976,100.45,R09,04/03/2025,1336
75928044,LOCAL,W2,160,210,3970,93.41,R09,04/03/2025,1334
75928438,LOCAL,W2,160,205,4070,100,R12,26/01/2025,1335
75928470,LOCAL,W2,160,205,4037,100,R12,26/01/2025,1324
75928491,OLD,W2,160,205,870,47,A01,03/12/2025,285.473
75928671,LOCAL,W2,160,210,4003,93.79,R09,04/03/2025,1345
75929246,LOCAL,W2,160,250,3880,117.7,O11,19/04/2025,1552
75929247,LOCAL,W2,160,250,3868,107.62,O11,19/04/2025,1547
76028444,LOCAL,W2,160,205,3866,97.47,O07,18/04/2025,1268
76030427,LOCAL,W2,160,210,3860,91.14,O04,18/04/2025,1297
76030523,LOCAL,W2,160,210,3902,91.63,O04,18/04/2025,1311
76030536,LOCAL,W2,160,210,3973,105.5,O04,18/04/2025,1335
76030577,LOCAL,W2,160,210,3854,103.91,O04,18/04/2025,1295
76030659,LOCAL,W2,160,210,3857,103.95,O04,18/04/2025,1296
76030665,LOCAL,W2,160,210,3878,104.23,O04,18/04/2025,1303
76030691,LOCAL,W2,160,210,3821,103.47,O04,18/04/2025,1284
76030760,LOCAL,W2,160,210,3824,107.13,O04,19/04/2025,1285
76033330,OLD,W2,160,245,3101,89,A00,31/10/2025,1215.512
76038303,LOCAL,W2,160,250,4085,100,O12,23/04/2025,1634
76038335,LOCAL,W2,160,250,4043,100,O12,23/04/2025,1617
76038353,LOCAL,W2,160,250,4138,100,O12,23/04/2025,1655
76038355,LOCAL,W2,160,250,4125,100,O12,23/04/2025,1650
76038359,LOCAL,W2,160,250,3958,100,O12,23/04/2025,1583
76044918,LOCAL,W2,160,210,4104,112.06,R15,29/04/2025,1379
76044926,LOCAL,W2,160,210,4140,114.87,R15,29/04/2025,1391
76044950,LOCAL,W2,160,210,4146,114.95,R15,29/04/2025,1393
76044973,LOCAL,W2,160,210,4158,113.24,R15,29/04/2025,1397
76044980,LOCAL,W2,160,210,4143,112.25,R15,29/04/2025,1392
76044987,LOCAL,W2,160,210,4149,112.34,R15,29/04/2025,1394
76044998,LOCAL,W2,160,210,4128,112.05,R15,29/04/2025,1387
76045046,LOCAL,W2,160,210,4155,112.42,R15,29/04/2025,1396
76045119,LOCAL,W2,160,210,4101,100,R13,30/04/2025,1378
76045194,LOCAL,W2,160,210,4193,100,R13,30/04/2025,1409
76045336,LOCAL,W2,160,245,4209,100,P08,30/04/2025,1650
76045517,LOCAL,W2,160,250,4013,115.77,P13,29/04/2025,1605
76045519,LOCAL,W2,160,250,4090,116.88,P13,29/04/2025,1636
76045587,LOCAL,W2,160,250,4123,117.34,P13,29/04/2025,1649
76045589,LOCAL,W2,160,250,4063,116.48,P13,29/04/2025,1625
76045600,LOCAL,W2,160,250,4090,116.88,P13,29/04/2025,1636
76045642,LOCAL,W2,160,250,4105,117.09,P13,29/04/2025,1642
76138375,OLD,W2,160,220,627,40,A02,01/10/2025,220.536
76147376,OLD,W2,160,215,3301,90,A03,19/09/2025,1135.467
76147379,LOCAL,W2,160,215,4067,100,P10,20/07/2025,1399
76147396,LOCAL,W2,160,215,4148,100,P10,20/07/2025,1427
76147427,OLD,W2,160,215,2820,84,A03,10/10/2025,970.147
76148012,LOCAL,W2,160,245,3995,100,R05,19/07/2025,1566
76148048,LOCAL,W2,160,245,4071,100,R05,19/07/2025,1596
76148067,LOCAL,W2,160,205,4076,100,R18,19/07/2025,1337
76148152,OLD,W2,160,245,1265,57,A00,05/09/2025,495.945
76148214,LOCAL,W2,160,245,4107,100,R05,19/07/2025,1610
76148232,LOCAL,W2,160,245,3860,100,R05,19/07/2025,1513
76148300,OLD,W2,160,205,1817,68,A01,31/10/2025,595.832
76148342,LOCAL,W2,160,250,4033,100,O12,21/07/2025,1613
76148374,LOCAL,W2,160,250,4005,100,P07,28/07/2025,1602
76148385,LOCAL,W2,160,250,4013,100,P07,28/07/2025,1605
76148393,LOCAL,W2,160,250,4010,100,P07,28/07/2025,1604
76148429,LOCAL,W2,160,250,4010,100,P07,28/07/2025,1604
76148535,LOCAL,W2,160,250,4008,100,P07,28/07/2025,1603
76148632,LOCAL,W2,160,250,4028,100,P07,28/07/2025,1611
76148668,LOCAL,W2,160,250,4003,100,P07,28/07/2025,1601
76148697,LOCAL,W2,160,250,3950,100,P07,28/07/2025,1580
76148738,LOCAL,W2,160,250,4040,100,P07,28/07/2025,1616
807325795,OLD,MV,110,175,2088,54.14,X10,31/07/2025,402
807325825,LOCAL,MV,110,250,8455,180.8,X26,01/03/2022,2325
A0725015C,LOCAL,LD,150,210,6600,164.01,Z32,04/08/2010,2079
A0827174A,LOCAL,LD,150,130,6400,102.27,Z27,16/03/2021,1248
A0A24083A1,OLD,LD,200,200,2910,95.68,B01,03/01/2022,1164
A0A25132E,LOCAL,LD,150,125,6400,181.2,Z27,13/03/2021,1200
A0B07226B,LOCAL,LD,200,145,5100,201.16,Z25,31/12/2014,1479
A1512322A,LOCAL,LH,275,230,3974,127.21,O05,28/02/2024,2513.8
A1A11053A,LOCAL,LH,275,230,3500,118,O12,16/10/2021,2213.8
A2324155D,LOCAL,LE,200,140,5000,124,K17,29/03/2022,1400
A2525074A,LOCAL,LE,150,203,6500,125,X20,30/05/2022,1979.3
A2629271BX1,LOCAL,LE,200,150,4950,125,K16,19/11/2022,1485
A2A12373AM,LOCAL,LE,200,230,5000,124,K35,04/11/2022,2300
A2C22223B,LOCAL,LE,150,155,6500,125,I20,29/12/2022,1511.3
A3121241DX1,LOCAL,LE,200,155,4900,123,K17,01/02/2023,1519
A3222021B,LOCAL,MA,150,140,5550,122,C18,13/03/2023,1165.5
A3303066E,LOCAL,LH,275,135,3500,119,M07,08/03/2023,1299.4
A3303185E,LOCAL,LH,275,150,3500,119,M10,06/03/2023,1443.8
A3303224E,LOCAL,LH,275,150,3650,121,M10,06/03/2023,1505.677
A3312174A,LOCAL,LE,200,240,5000,124,K37,16/04/2023,2400
A3318223A,LOCAL,LE,150,235,6500,125,I04,24/03/2023,2291.3
A3318231A,LOCAL,LE,150,235,6500,125,X16,20/03/2023,2291.3
A3530311A,LOCAL,LE,200,190,5000,125,Z35,02/06/2023,1900
A3606265BM,LOCAL,LE,150,225,6450,125,I06,01/08/2023,2176.925
A3622141C,LOCAL,LE,150,203,6500,125,Z40,30/06/2023,1979.3
A3622143C,LOCAL,LE,150,203,6500,125,M10,30/06/2023,1979.3
A3622145C,LOCAL,LE,150,203,6350,123,Z40,30/06/2023,1933.624
A3622151C,LOCAL,LE,150,203,6500,125,M14,30/06/2023,1979.3
A3714353D,LOCAL,LH,275,215,3300,117,N06,19/07/2023,1951.149
A3715363A,LOCAL,LH,275,245,3500,119,N12,18/07/2023,2358.1
A3716331A,LOCAL,LH,275,225,3500,119,N08,20/07/2023,2165.6
A3717268A,OLD,LH,275,235,1357,75,O04,04/12/2025,876.957
A3804144B,LOCAL,LE,200,155,5000,124,K17,19/08/2023,1550
A3807375A,LOCAL,LE,200,230,4850,122,K35,12/08/2023,2231
A3808044A,LOCAL,LE,200,245,5000,124,K38,09/11/2023,2450
A3814171B,OLD,LH,275,130,2987,110,R04,02/12/2025,1067.723
A3815071B,LOCAL,LH,275,135,3500,119,M07,05/09/2023,1299.4
A3915242B,LOCAL,LH,275,245,3500,119,N12,07/10/2023,2358.1
A3916183A,LOCAL,LH,275,245,3500,119,N12,20/09/2023,2358.1
A3916241C,OLD,LH,275,130,2987,110,R04,02/12/2025,1067.723
A3916241E,LOCAL,LH,275,130,3500,119,M06,05/10/2023,1251.3
A3919075C,OLD,LE,200,115,2800,69.85,B15,29/04/2020,644
A3A12413A,LOCAL,LH,275,215,3500,120,N06,16/10/2023,2069.4
A3A15432C,LOCAL,LH,275,220,3500,119,N07,02/11/2023,2117.5
A3B12191A,LOCAL,LH,275,215,3500,120,N06,15/12/2023,2069.4
A3C28072B,LOCAL,LE,150,160,6500,126,I19,02/01/2024,1560
A4106194D,LOCAL,LH,275,205,3500,120,N04,11/01/2024,1973.1
A4109301CM,LOCAL,LH,275,135,3500,120,M07,16/01/2024,1299.4
A4109391B,LOCAL,LH,275,135,3500,120,M07,16/01/2024,1299.4
A4109393E,LOCAL,LH,275,135,3500,120,M07,16/01/2024,1299.4
A4204293A,LOCAL,LE,150,203,6500,125,X16,07/02/2024,1979.3
A4310164A,LOCAL,LE,200,215,5200,126,K32,11/03/2024,2236
A4319042B,LOCAL,LH,275,145,3500,120,N09,20/03/2024,1395.6
A4320242C,OLD,L4,150,205,2310,115.79,I10,14/12/2024,710.349
A4325263D,LOCAL,LE,200,225,5000,124,K34,27/03/2024,2250
A4419334D,LOCAL,LH,275,215,3500,119,N06,04/05/2024,2069.4
A4423112A,LOCAL,LE,150,250,6500,125,H22,09/05/2024,2437.5
A4424082D,LOCAL,LE,150,170,6500,124,I17,29/04/2024,1657.5
A4425071A,LOCAL,LE,150,250,6500,125,H22,09/05/2024,2437.5
A4428184A,OLD,L4,150,185,1842,57,B04,11/05/2024,511.212
A4428285D,LOCAL,LE,200,160,5000,125,P03,02/05/2024,1600
A4516291B,LOCAL,LH,275,160,3500,119,M13,25/05/2024,1540
A4517412A,OLD,LH,275,210,2046,92,Z24,17/06/2024,1181.498
A4519285A,LOCAL,LH,275,215,3500,119,N06,21/05/2024,2069.4
A4522215D,LOCAL,LE,150,175,6450,124,I16,03/06/2024,1693.175
A4611344CM,LOCAL,LE,200,250,5000,124,X25RP,15/06/2024,2500
A4612211B,LOCAL,LH,275,160,3500,119,M13,21/06/2024,1540
A4614413A,LOCAL,LH,275,225,3500,119,N08,20/06/2024,2165.6
A4615325C,OLD,LH,275,230,635,52,O05,14/11/2025,401.508
A4617353A,LOCAL,LH,275,240,3500,119,N11,20/06/2024,2310
A4620122AX,LOCAL,WB,150,200,6700,234.5,Z24,24/07/2004,2010
A4621312A,LOCAL,LE,150,250,5600,117,J13,24/06/2024,2100
A4715273A,LOCAL,LH,275,200,3500,119,N03,18/07/2024,1925
A4718083C,LOCAL,LE,200,245,5000,124,Y11,23/07/2024,2450
A4730284A,LOCAL,LE,200,235,5000,124,K36,02/08/2024,2350
A4811271B,LOCAL,LE,200,240,4900,123,I45,20/08/2024,2352
A4912014B,LOCAL,LH,275,140,3600,120,M04,09/10/2024,1386
A4913135CM,OLD,LH,275,215,2719,105,Q08,04/12/2025,1607.445
A4913171CM,LOCAL,LH,275,215,3500,119,L07,26/12/2024,2069.4
A4913173CM,LOCAL,LH,275,215,3500,119,L07,26/12/2024,2069.4
A4913174CM,LOCAL,LH,275,215,3500,119,L07,26/12/2024,2069.4
A4913175CM,LOCAL,LH,275,215,3500,119,N06,26/12/2024,2069.4
A4914433AX1,OLD,LH,275,145,1837,87,N10,27/09/2025,732.576
A4915155A,LOCAL,LH,275,250,3600,121,N08,23/09/2024,2475.051
A4915162B,LOCAL,LH,275,175,3500,119,M16,22/10/2024,1684.4
A4915164B,LOCAL,LH,275,175,3500,119,M16,22/10/2024,1684.4
A4915374CM,LOCAL,LH,275,215,3500,119,N06,28/12/2024,2069.4
A4915375BM,OLD,LH,275,215,620,51,Q08,31/10/2025,366.531
A4919403A,OLD,LE,200,225,4447,117,K25,25/04/2025,2001.314
A4921073A,LOCAL,LE,200,235,5000,124,K36,18/10/2024,2350
A4923343BM,OLD,LE,200,165,3654,107,B01LK,16/09/2025,1205.808
A4A07273C,LOCAL,LH,275,125,3800,145.26,Z28,18/10/2014,1306.223
A4A11343A,LOCAL,LH,275,215,3500,120,N06,28/12/2024,2069.4
A4A13264B,OLD,LH,275,140,1314,74,R06,19/11/2025,505.832
A4A15391C,LOCAL,LH,275,215,3500,120,L07,26/12/2024,2069.4
A4A17374D,LOCAL,LH,275,215,3500,120,M17,30/12/2024,2069.4
A4A17375D,LOCAL,LH,275,215,3450,120,M17,30/12/2024,2039.837
A4A27305A,OLD,LE,200,250,1578,70,K39,24/10/2025,789.073
A4B13231D,OLD,LH,275,165,2183,95,N06,04/08/2025,990.64
A4B15362D,LOCAL,LH,275,195,3500,119,N02,16/01/2025,1876.9
A4B16214B,LOCAL,LH,275,150,3500,119,M10,02/02/2025,1443.8
A4B16222B,LOCAL,LH,275,150,3500,119,M10,02/02/2025,1443.8
A4B17354D,OLD,LH,275,205,2035,91,Q10,24/10/2025,1147.242
A4B18161B,OLD,LH,275,215,2571,103,Q08,22/03/2025,1520.301
A4B18163C,LOCAL,LH,275,215,3500,120,N06,28/12/2024,2069.4
A4B18164B,LOCAL,LH,275,215,3500,120,N06,28/12/2024,2069.4
A4B18175B,LOCAL,LH,275,215,3500,120,N06,28/12/2024,2069.4
A5103053C,LOCAL,LE,200,215,5000,124,K32,14/01/2025,2150
A5110341C,LOCAL,LE,200,235,5000,124,K36,14/01/2025,2350
A5116133C,LOCAL,MA,150,135,5550,120,C17,19/01/2025,1123.9
A5116134C,LOCAL,MA,150,135,5550,120,C17,19/01/2025,1123.9
A5116141CM,LOCAL,MA,150,135,5550,120,C06BAU,19/01/2025,1123.9
A5116142CM,LOCAL,MA,150,135,5550,120,C06BAU,19/01/2025,1123.9
A5116143CM,LOCAL,MA,150,135,5550,120,C17,19/01/2025,1123.9
A5116144CM,LOCAL,MA,150,135,5550,120,C17,19/01/2025,1123.9
A5116161CM,LOCAL,MA,150,135,5550,120,C17,19/01/2025,1123.9
A5116162CM,LOCAL,MA,150,135,5550,120,C06BAU,19/01/2025,1123.9
A5120014A,OLD,L4,150,205,5127,95,I10,07/02/2025,1576.534
A5121234A,LOCAL,LE,150,245,6300,125,T06,04/02/2025,2315.2
A5121303BM,LOCAL,LE,150,245,6500,125,T06,04/02/2025,2388.8
A5121312C,LOCAL,LE,150,245,5800,118,T06,04/02/2025,2131.545
A5212285A,LOCAL,LH,275,240,3400,119,K39,27/02/2025,2244
A5213064A,OLD,LH,275,220,976,64,Q07,04/12/2025,590.35
A5223081BM,LOCAL,LE,200,155,5000,124,K17,26/02/2025,1550
A5223103B,LOCAL,LE,200,155,5000,124,K17,26/02/2025,1550
A5227095A,OLD,L4,150,195,2133,72.89,I12,20/03/2025,624.022
A5324083A,LOCAL,LE,200,245,5000,124,O02,12/04/2025,2450
A5327011D,LOCAL,LE,200,165,5000,124,K19,11/04/2025,1650
A5327013D,LOCAL,LE,200,165,5000,124,K19,11/04/2025,1650
A5327342C,LOCAL,LE,200,135,5000,124,K14,20/05/2025,1350
A5330093B,OLD,LE,200,130,2008,79,K15,24/11/2025,521.953
A5410015B,OLD,L4,150,175,2310,69.18,B06,23/05/2024,606.328
A5412134B,OLD,LE,200,150,3371,102,K19,18/11/2025,1011.374
A5412424BM,LOCAL,LE,200,150,5000,124,K15,16/04/2025,1500
A5413094B,LOCAL,LE,200,130,5200,126,K13,19/04/2025,1352
A5413132B,LOCAL,LE,200,130,5000,124,K13,19/04/2025,1300
A5413133B,LOCAL,LE,200,130,5000,124,K13,19/04/2025,1300
A5413152B,LOCAL,LE,200,130,5000,125,K13,19/04/2025,1300
A5414051DM,OLD,LE,200,145,2140,83,K18,02/11/2025,620.737
A5414127C,OLD,LE,200,145,3506,104,K18,18/10/2025,1016.802
A5417163B,LOCAL,LH,275,160,3500,120,M12,05/05/2025,1540
A5417164B,LOCAL,LH,275,160,3500,120,M12,05/05/2025,1540
A5417171B,LOCAL,LH,275,160,3500,120,M12,05/05/2025,1540
A5419011BM,OLD,LH,275,160,2521,102,R10,02/11/2025,1109.276
A5419012BM,OLD,LH,275,160,2422,100,R10,02/11/2025,1065.73
A5419075A,LOCAL,LH,275,240,3500,120,N11,27/04/2025,2310
A5419082A,LOCAL,LH,275,240,3500,120,N11,27/04/2025,2310
A5419083A,LOCAL,LH,275,240,3500,120,N11,27/04/2025,2310
A5419084A,LOCAL,LH,275,240,3500,120,N11,27/04/2025,2310
A5419101A,LOCAL,LH,275,240,3500,120,N11,27/04/2025,2310
A5419372B,OLD,LH,275,160,2422,100,R10,02/11/2025,1065.73
A5420184B,OLD,LH,275,195,1701,84,Q17,03/10/2025,912.125
A5420185B,OLD,LH,275,195,1544,80,Q17,03/10/2025,827.998
A5420191BM,LOCAL,LH,275,200,3500,120,N03,03/05/2025,1925
A5420202B,OLD,LH,275,195,914,62,Q17,03/10/2025,490.167
